Name,Transaction Date,Owner,Ticker,Asset Name,Asset Type,Type,Amount,Comment
"Mrs. Kelly Loeffler (Loeffler, Kelly)",05/20/2020,Spouse,ICE,"Intercontinental Exchange, Inc.",Stock,Sale (Partial),"$5,000,001 - $25,000,000",Equity pursuant to the company he founded with predetermined sale dates pursuant to SEC Rule 10b5-1 plan filed with such company
"Mrs. Kelly Loeffler (Loeffler, Kelly)",05/20/2020,Spouse,ICE,"Intercontinental Exchange, Inc.",Stock,Purchase,"$1,000,001 - $5,000,000",Equity pursuant to the company he founded with predetermined dates (exercise of stock options) pursuant to SEC Rule 10b5-1 plan filed with such company
"Mrs. Kelly Loeffler (Loeffler, Kelly)",02/18/2020,Self,ICE,"Intercontinental Exchange, Inc.",Stock,Purchase,"$5,000,001 - $25,000,000",Exercise of stock options prior to expiration date
"Mrs. Kelly Loeffler (Loeffler, Kelly)",03/11/2020,Self,ICE,"Intercontinental Exchange, Inc.",Stock,Sale (Partial),"$5,000,001 - $25,000,000","Sale of exercised options (sold to cover taxes and cost of prior exercise of options); shares sold through a 10b5-1 plan, which is an SEC compliant pre-determined plan"
"Mrs. Kelly Loeffler (Loeffler, Kelly)",02/26/2020,Spouse,ICE,"Intercontinental Exchange, Inc.",Stock,Purchase,"$1,000,001 - $5,000,000",Partial exercise of stock options
"Mrs. Kelly Loeffler (Loeffler, Kelly)",02/26/2020,Spouse,ICE,"Intercontinental Exchange, Inc.",Stock,Sale (Partial),"$1,000,001 - $5,000,000","Sale of exercised options and shares received as compensation; shares sold through a 10b5-1 plan, which is an SEC compliant pre determined plan"
"Mrs. Kelly Loeffler (Loeffler, Kelly)",03/11/2020,Spouse,ICE,"Intercontinental Exchange, Inc.",Stock,Sale (Partial),"$5,000,001 - $25,000,000","Shares sold through a 10b5-1 plan, which is an SEC compliant pre-determined plan"
"Mrs. Kelly Loeffler (Loeffler, Kelly)",01/24/2020,Joint,REZI,"Resideo Technologies, Inc.",Stock,Sale (Partial),"$50,001 - $100,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",01/08/2020,Spouse,--,"Georgia State General Obligation Bond
Rate/Coupon: 5.0%
Matures: 02/01/2021",Municipal Security,Purchase,"$100,001 - $250,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",01/08/2020,Spouse,--,"Sumter County Georgia School District General Obligation Bond
Rate/Coupon: 5.5%
Matures: 10/01/2023",Municipal Security,Purchase,"$250,001 - $500,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",01/17/2020,Spouse,--,"Georgia State Road & Tollway Auth Revenue Bond
Rate/Coupon: 5.0%
Matures: 10/01/2021",Municipal Security,Purchase,"$100,001 - $250,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",01/21/2020,Spouse,DFS,Discover Financial Services,Stock,Purchase,"$250,001 - $500,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",01/27/2020,Joint,REZI,"Resideo Technologies, Inc.",Stock,Sale (Partial),"$100,001 - $250,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",01/28/2020,Joint,REZI,"Resideo Technologies, Inc.",Stock,Sale (Partial),"$15,001 - $50,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",01/29/2020,Joint,CMCSA,Comcast Corporation,Stock,Sale (Partial),"$15,001 - $50,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",01/29/2020,Joint,KEYS,"Keysight Technologies, Inc.",Stock,Sale (Full),"$100,001 - $250,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",01/29/2020,Joint,ROST,"Ross Stores, Inc.",Stock,Sale (Partial),"$15,001 - $50,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",01/30/2020,Joint,AZO,"AutoZone, Inc.",Stock,Sale (Partial),"$15,001 - $50,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",01/31/2020,Joint,AZO,"AutoZone, Inc.",Stock,Sale (Partial),"$15,001 - $50,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",01/31/2020,Joint,ROST,"Ross Stores, Inc.",Stock,Sale (Partial),"$15,001 - $50,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",01/31/2020,Joint,TJX,"The TJX Companies, Inc.",Stock,Sale (Partial),"$15,001 - $50,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",01/29/2020,Self,--,"Blackstone Real Estate Investment Trust
Company: The Blackstone Group Inc.  (New York, NY)
Description: Real Estate Investment Trust",Other Securities,Purchase,"$15,001 - $50,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",01/29/2020,Spouse,--,"Blackstone Real Estate Investment Trust
Company: The Blackstone Group Inc.  (New York, NY)
Description: Real Estate Investment Trust",Other Securities,Purchase,"$100,001 - $250,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",01/08/2020,Spouse,PRU,"Prudential Financial, Inc.
Option Type: Put
Strike price: $87.50
Expires: 06/19/2020",Stock Option,Sale (Partial),"$1,001 - $15,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",01/14/2020,Spouse,UL,"The Unilever Group
Option Type: Put
Strike price: $55.00
Expires: 08/21/2020",Stock Option,Sale (Partial),"$1,001 - $15,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",01/14/2020,Spouse,CVX,"Chevron Corporation
Option Type: Put
Strike price: $105.00
Expires: 06/19/2020",Stock Option,Sale (Partial),"$1,001 - $15,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",01/14/2020,Spouse,GS,"The Goldman Sachs Group, Inc.
Option Type: Put
Strike price: $215.00
Expires: 06/19/2020",Stock Option,Sale (Partial),"$1,001 - $15,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",01/14/2020,Spouse,CSCO,"Cisco Systems, Inc.
Option Type: Put
Strike price: $45.00
Expires: 07/17/2020",Stock Option,Sale (Partial),"$1,001 - $15,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",01/14/2020,Spouse,CMCSA,"Comcast Corporation
Option Type: Put
Strike price: $42.50
Expires: 07/17/2020",Stock Option,Sale (Partial),"$1,001 - $15,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",01/24/2020,Joint,REZI,"Resideo Technologies, Inc.",Stock,Sale (Partial),"$50,001 - $100,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",01/08/2020,Spouse,--,"Georgia State General Obligation Bond
Rate/Coupon: 5.0%
Matures: 02/01/2021",Municipal Security,Purchase,"$100,001 - $250,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",01/08/2020,Spouse,--,"Sumter County Georgia School District General Obligation Bond
Rate/Coupon: 5.5%
Matures: 10/01/2023",Municipal Security,Purchase,"$250,001 - $500,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",01/17/2020,Spouse,--,"Georgia State Road & Tollway Auth Revenue Bond
Rate/Coupon: 5.0%
Matures: 10/01/2021",Municipal Security,Purchase,"$100,001 - $250,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",01/17/2020,Spouse,DFS,Discover Financial Services,Stock,Purchase,"$250,001 - $500,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",01/27/2020,Joint,REZI,"Resideo Technologies, Inc.",Stock,Sale (Partial),"$100,001 - $250,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",01/28/2020,Joint,REZI,"Resideo Technologies, Inc.",Stock,Sale (Full),"$15,001 - $50,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",01/29/2020,Joint,CMCSA,Comcast Corporation,Stock,Sale (Partial),"$15,001 - $50,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",01/29/2020,Joint,KEYS,"Keysight Technologies, Inc.",Stock,Sale (Full),"$100,001 - $250,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",01/29/2020,Joint,ROST,"Ross Stores, Inc.",Stock,Sale (Partial),"$15,001 - $50,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",01/30/2020,Joint,AZO,"AutoZone, Inc.",Stock,Sale (Partial),"$15,001 - $50,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",01/31/2020,Joint,AZO,"AutoZone, Inc.",Stock,Sale (Partial),"$15,001 - $50,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",01/31/2020,Joint,ROST,"Ross Stores, Inc.",Stock,Sale (Partial),"$15,001 - $50,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",01/31/2020,Joint,TJX,"The TJX Companies, Inc.",Stock,Sale (Partial),"$15,001 - $50,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",01/08/2020,Spouse,PRU,"Prudential Financial, Inc.
Option Type: Put
Strike price: $87.50
Expires: 06/19/2020",Stock Option,Sale (Full),"$1,001 - $15,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",01/14/2020,Spouse,UL,"The Unilever Group
Option Type: Put
Strike price: $55.00
Expires: 08/21/2020",Stock Option,Sale (Full),"$1,001 - $15,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",01/14/2020,Spouse,CVX,"Chevron Corporation
Option Type: Put
Strike price: $105.00
Expires: 06/19/2020",Stock Option,Sale (Full),"$1,001 - $15,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",01/14/2020,Spouse,GS,"The Goldman Sachs Group, Inc.
Option Type: Put
Strike price: $215.00
Expires: 06/19/2020",Stock Option,Sale (Full),"$1,001 - $15,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",01/14/2020,Spouse,CSCO,"Cisco Systems, Inc.
Option Type: Put
Strike price: $45.00
Expires: 07/17/2020",Stock Option,Sale (Full),"$1,001 - $15,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",01/14/2020,Spouse,CMCSA,"Comcast Corporation
Option Type: Put
Strike price: $42.50
Expires: 07/17/2020",Stock Option,Sale (Full),"$1,001 - $15,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",02/14/2020,Spouse,AFL,"Aflac Incorporated
Option Type: Put
Strike price: $50.00
Expires: 08/21/2020",Stock Option,Sale (Full),"$1,001 - $15,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",02/14/2020,Spouse,CAT,"Caterpillar Inc.
Option Type: Put
Strike price: $120.00
Expires: 08/21/2020",Stock Option,Sale (Full),"$1,001 - $15,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",02/05/2020,Spouse,EMR,"Emerson Electric Co.
Option Type: Put
Strike price: $67.50
Expires: 09/18/2020",Stock Option,Sale (Full),"$1,001 - $15,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",02/05/2020,Spouse,DAL,"Delta Air Lines, Inc.
Option Type: Put
Strike price: $52.50
Expires: 09/18/2020",Stock Option,Sale (Full),"$1,001 - $15,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",02/05/2020,Spouse,DFS,"Discover Financial Services
Option Type: Put
Strike price: $72.50
Expires: 07/17/2020",Stock Option,Sale (Full),"$1,001 - $15,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",02/05/2020,Spouse,MRK,"Merck & Co., Inc.
Option Type: Put
Strike price: $77.50
Expires: 09/18/2020",Stock Option,Sale (Full),"$1,001 - $15,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",02/03/2020,Joint,HON,Honeywell International Inc.,Stock,Sale (Full),"$100,001 - $250,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",02/04/2020,Joint,AZO,"AutoZone, Inc.",Stock,Sale (Partial),"$15,001 - $50,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",02/04/2020,Joint,CMCSA,Comcast Corporation,Stock,Sale (Full),"$15,001 - $50,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",02/04/2020,Joint,KL,Kirkland Lake Gold Ltd.,Stock,Sale (Full),"$50,001 - $100,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",02/04/2020,Joint,TCEHY,Tencent Holdings Limited,Stock,Sale (Partial),"$15,001 - $50,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",02/05/2020,Joint,ARNA,"Arena Pharmaceuticals, Inc.",Stock,Sale (Partial),"$50,001 - $100,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",02/05/2020,Joint,FNKO,"Funko, Inc.",Stock,Sale (Partial),"$15,001 - $50,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",02/05/2020,Joint,ROKU,"Roku, Inc.",Stock,Sale (Full),"$100,001 - $250,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",02/05/2020,Joint,TCEHY,Tencent Holdings Limited,Stock,Sale (Full),"$15,001 - $50,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",02/06/2020,Joint,ARNA,"Arena Pharmaceuticals, Inc.",Stock,Sale (Partial),"$50,001 - $100,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",02/06/2020,Joint,AZO,"AutoZone, Inc.",Stock,Sale (Partial),"$15,001 - $50,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",02/06/2020,Joint,FNKO,"Funko, Inc.",Stock,Sale (Partial),"$15,001 - $50,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",02/07/2020,Joint,FNKO,"Funko, Inc.",Stock,Sale (Partial),"$50,001 - $100,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",02/07/2020,Joint,ORLY,"O'Reilly Automotive, Inc.",Stock,Sale (Full),"$15,001 - $50,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",02/10/2020,Joint,EEFT,"Euronet Worldwide, Inc.",Stock,Sale (Full),"$100,001 - $250,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",02/10/2020,Joint,FNKO,"Funko, Inc.",Stock,Sale (Full),"$50,001 - $100,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",02/14/2020,Joint,CTXS,"Citrix Systems, Inc.",Stock,Purchase,"$100,001 - $250,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",02/14/2020,Joint,XOM,Exxon Mobil Corporation,Stock,Sale (Full),"$250,001 - $500,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",02/14/2020,Joint,ORCL,Oracle Corporation,Stock,Purchase,"$100,001 - $250,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",02/20/2020,Joint,DOCU,"DocuSign, Inc.",Stock,Sale (Partial),"$100,001 - $250,000","Lines 1-19 notified to filer on or after March 1, 2020; lines 20-42 notified to filer on or after March 18, 2020"
"Mrs. Kelly Loeffler (Loeffler, Kelly)",02/20/2020,Spouse,ABBV,"AbbVie Inc.
Option Type: Put
Strike price: $80.00
Expires: 08/01/2020",Stock Option,Sale (Full),"$1,001 - $15,000",Obligation to purchase stock of ABBV for $80
"Mrs. Kelly Loeffler (Loeffler, Kelly)",02/20/2020,Spouse,AIZ,"Assurant, Inc.
Option Type: Put
Strike price: $125.00
Expires: 09/18/2020",Stock Option,Sale (Full),"$1,001 - $15,000",Obligation to purchase stock of AIZ for $125
"Mrs. Kelly Loeffler (Loeffler, Kelly)",02/21/2020,Spouse,BABA,"Alibaba Group Holding Limited
Option Type: Put
Strike price: $175.00
Expires: 07/17/2020",Stock Option,Sale (Full),"$1,001 - $15,000",Obligation to purchase stock of BABA for $175
"Mrs. Kelly Loeffler (Loeffler, Kelly)",02/21/2020,Spouse,K,"Kellogg Company
Option Type: Put
Strike price: $60.00
Expires: 09/18/2020",Stock Option,Sale (Full),"$1,001 - $15,000",Obligation to purchase stock of K for $60
"Mrs. Kelly Loeffler (Loeffler, Kelly)",02/21/2020,Spouse,DD,"DuPont de Nemours, Inc.
Option Type: Put
Strike price: $40.00
Expires: 07/17/2020",Stock Option,Sale (Full),"$1,001 - $15,000",Obligation to purchase stock of DD for $40
"Mrs. Kelly Loeffler (Loeffler, Kelly)",02/14/2020,Spouse,AFL,"Aflac Incorporated
Option Type: Put
Strike price: $50.00
Expires: 08/21/2020",Stock Option,Sale (Partial),"$1,001 - $15,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",02/14/2020,Spouse,CAT,"Caterpillar Inc.
Option Type: Put
Strike price: $120.00
Expires: 08/21/2020",Stock Option,Sale (Partial),"$1,001 - $15,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",02/05/2020,Spouse,EMR,"Emerson Electric Co.
Option Type: Put
Strike price: $67.50
Expires: 09/18/2020",Stock Option,Sale (Partial),"$1,001 - $15,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",02/05/2020,Spouse,DAL,"Delta Air Lines, Inc.
Option Type: Put
Strike price: $52.50
Expires: 09/18/2020",Stock Option,Sale (Partial),"$1,001 - $15,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",02/05/2020,Spouse,DFS,"Discover Financial Services
Option Type: Put
Strike price: $72.50
Expires: 07/17/2020",Stock Option,Sale (Partial),"$1,001 - $15,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",02/05/2020,Spouse,MRK,"Merck & Co., Inc.
Option Type: Put
Strike price: $77.50
Expires: 09/18/2020",Stock Option,Sale (Partial),"$1,001 - $15,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",02/05/2020,Joint,HON,Honeywell International Inc.,Stock,Sale (Full),"$100,001 - $250,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",02/06/2020,Joint,AZO,"AutoZone, Inc.",Stock,Sale (Partial),"$15,001 - $50,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",02/06/2020,Joint,CMCSA,Comcast Corporation,Stock,Sale (Full),"$15,001 - $50,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",02/06/2020,Joint,KL,Kirkland Lake Gold Ltd.,Stock,Sale (Full),"$50,001 - $100,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",02/06/2020,Joint,TCEHY,Tencent Holdings Limited,Stock,Sale (Partial),"$15,001 - $50,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",02/07/2020,Joint,ARNA,"Arena Pharmaceuticals, Inc.",Stock,Sale (Partial),"$50,001 - $100,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",02/07/2020,Joint,FNKO,"Funko, Inc.",Stock,Sale (Partial),"$15,001 - $50,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",02/07/2020,Joint,ROKU,"Roku, Inc.",Stock,Sale (Full),"$100,001 - $250,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",02/07/2020,Joint,TCEHY,Tencent Holdings Limited,Stock,Sale (Full),"$15,001 - $50,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",02/10/2020,Joint,ARNA,"Arena Pharmaceuticals, Inc.",Stock,Sale (Partial),"$50,001 - $100,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",02/10/2020,Joint,AZO,"AutoZone, Inc.",Stock,Sale (Partial),"$15,001 - $50,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",02/10/2020,Joint,FNKO,"Funko, Inc.",Stock,Sale (Partial),"$15,001 - $50,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",02/11/2020,Joint,FNKO,"Funko, Inc.",Stock,Sale (Partial),"$50,001 - $100,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",02/11/2020,Joint,ORLY,"O'Reilly Automotive, Inc.",Stock,Sale (Full),"$15,001 - $50,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",02/12/2020,Joint,EEFT,"Euronet Worldwide, Inc.",Stock,Sale (Full),"$100,001 - $250,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",02/12/2020,Joint,FNKO,"Funko, Inc.",Stock,Sale (Full),"$50,001 - $100,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",02/14/2020,Joint,CTXS,"Citrix Systems, Inc.",Stock,Purchase,"$100,001 - $250,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",02/14/2020,Joint,XOM,Exxon Mobil Corporation,Stock,Sale (Full),"$250,001 - $500,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",02/14/2020,Joint,ORCL,Oracle Corporation,Stock,Purchase,"$100,001 - $250,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",02/20/2020,Joint,DOCU,"DocuSign, Inc.",Stock,Sale (Partial),"$100,001 - $250,000","Lines 1-19 notified to filer on or after March 1, 2020; lines 20-42 notified to filer on or after March 18, 2020"
"Mrs. Kelly Loeffler (Loeffler, Kelly)",02/20/2020,Spouse,ABBV,"AbbVie Inc.
Option Type: Put
Strike price: $80.00
Expires: 08/01/2020",Stock Option,Sale (Full),"$1,001 - $15,000",Obligation to purchase stock of ABBV for $80
"Mrs. Kelly Loeffler (Loeffler, Kelly)",02/20/2020,Spouse,AIZ,"Assurant, Inc.
Option Type: Put
Strike price: $125.00
Expires: 09/18/2020",Stock Option,Sale (Full),"$1,001 - $15,000",Obligation to purchase stock of AIZ for $125
"Mrs. Kelly Loeffler (Loeffler, Kelly)",02/21/2020,Spouse,BABA,"Alibaba Group Holding Limited
Option Type: Put
Strike price: $175.00
Expires: 07/17/2020",Stock Option,Sale (Full),"$1,001 - $15,000",Obligation to purchase stock of BABA for $175
"Mrs. Kelly Loeffler (Loeffler, Kelly)",02/21/2020,Spouse,K,"Kellogg Company
Option Type: Put
Strike price: $60.00
Expires: 09/18/2020",Stock Option,Sale (Full),"$1,001 - $15,000",Obligation to purchase stock of K for $60
"Mrs. Kelly Loeffler (Loeffler, Kelly)",02/21/2020,Spouse,DD,"DuPont de Nemours, Inc.
Option Type: Put
Strike price: $40.00
Expires: 07/17/2020",Stock Option,Sale (Full),"$1,001 - $15,000",Obligation to purchase stock of DD for $40
"Mrs. Kelly Loeffler (Loeffler, Kelly)",02/24/2020,Joint,ARNA,"Arena Pharmaceuticals, Inc.",Stock,Sale (Partial),"$50,001 - $100,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",02/24/2020,Joint,FB,"Facebook, Inc.",Stock,Sale (Partial),"$15,001 - $50,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",02/24/2020,Joint,IPHI,Inphi Corporation,Stock,Sale (Partial),"$15,001 - $50,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",02/24/2020,Joint,NVDA,NVIDIA Corporation,Stock,Sale (Partial),"$15,001 - $50,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",02/24/2020,Joint,AMZN,"Amazon.com, Inc.",Stock,Purchase,"$15,001 - $50,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",02/24/2020,Joint,CME,CME Group Inc.,Stock,Purchase,"$50,001 - $100,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",02/25/2020,Joint,AMZN,"Amazon.com, Inc.",Stock,Sale (Full),"$15,001 - $50,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",02/26/2020,Joint,ARNA,"Arena Pharmaceuticals, Inc.",Stock,Sale (Partial),"$15,001 - $50,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",02/26/2020,Joint,ADP,"Automatic Data Processing, Inc.",Stock,Sale (Partial),"$50,001 - $100,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",02/26/2020,Joint,AZO,"AutoZone, Inc.",Stock,Sale (Full),"$15,001 - $50,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",02/26/2020,Joint,NVDA,NVIDIA Corporation,Stock,Sale (Full),"$15,001 - $50,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",02/26/2020,Joint,CME,CME Group Inc.,Stock,Purchase,"$100,001 - $250,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",02/27/2020,Spouse,DD,"DuPont de Nemours, Inc.",Stock,Purchase,"$100,001 - $250,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",02/28/2020,Spouse,DD,"DuPont de Nemours, Inc.",Stock,Purchase,"$15,001 - $50,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",03/02/2020,Joint,ROST,"Ross Stores, Inc.",Stock,Sale (Partial),"$15,001 - $50,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",03/02/2020,Spouse,DD,"DuPont de Nemours, Inc.",Stock,Purchase,"$50,001 - $100,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",03/03/2020,Joint,FB,"Facebook, Inc.",Stock,Sale (Full),"$50,001 - $100,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",03/03/2020,Joint,LULU,Lululemon Athletica Inc.,Stock,Sale (Full),"$50,001 - $100,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",03/03/2020,Joint,ROST,"Ross Stores, Inc.",Stock,Sale (Full),"$15,001 - $50,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",03/04/2020,Spouse,BP,"BP PLC
Option Type: Put
Strike price: $30.00
Expires: 11/20/2020",Stock Option,Sale (Full),"$1,001 - $15,000",Obligation to purchase stock of BP for $30
"Mrs. Kelly Loeffler (Loeffler, Kelly)",03/04/2020,Spouse,CVX,"Chevron Corporation
Option Type: Put
Strike price: $92.50
Expires: 09/18/2020",Stock Option,Sale (Full),"$15,001 - $50,000",Obligation to purchase stock of CVX for $92.50
"Mrs. Kelly Loeffler (Loeffler, Kelly)",03/04/2020,Spouse,PANW,"Palo Alto Networks, Inc.
Option Type: Put
Strike price: $150.00
Expires: 09/18/2020",Stock Option,Sale (Full),"$1,001 - $15,000",Obligation to purchase stock of PANW for $150
"Mrs. Kelly Loeffler (Loeffler, Kelly)",03/04/2020,Spouse,AIG,"American International Group, Inc.
Option Type: Put
Strike price: $40.00
Expires: 08/21/2020",Stock Option,Sale (Full),"$1,001 - $15,000",Obligation to purchase stock of AIG for $40
"Mrs. Kelly Loeffler (Loeffler, Kelly)",03/04/2020,Spouse,AMGN,"Amgen Inc.
Option Type: Put
Strike price: $180.00
Expires: 10/16/2020",Stock Option,Sale (Full),"$15,001 - $50,000",Obligation to purchase stock of AMGN for $180
"Mrs. Kelly Loeffler (Loeffler, Kelly)",03/06/2020,Joint,BKNG,Booking Holdings Inc.,Stock,Purchase,"$15,001 - $50,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",03/05/2020,Joint,TJX,"The TJX Companies, Inc.",Stock,Sale (Full),"$15,001 - $50,000",--
"Mrs. Kelly Loeffler (Loeffler, Kelly)",03/09/2020,Spouse,HIG,"The Hartford Financial Services Group, Inc.
Option Type: Put
Strike price: $45.00
Expires: 09/18/2020",Stock Option,Sale (Full),"$1,001 - $15,000",Obligation to purchase stock of HIG for $45
"Mrs. Kelly Loeffler (Loeffler, Kelly)",03/09/2020,Spouse,CR,"Crane Co.
Option Type: Put
Strike price: $55.00
Expires: 09/18/2020",Stock Option,Sale (Full),"$15,001 - $50,000",Obligation to purchase stock of CR for $55
"Mrs. Kelly Loeffler (Loeffler, Kelly)",03/09/2020,Spouse,EMR,"Emerson Electric Co.
Option Type: Put
Strike price: $50.00
Expires: 01/15/2021",Stock Option,Sale (Full),"$1,001 - $15,000",Obligation to purchase stock of EMR for $50
"Mrs. Kelly Loeffler (Loeffler, Kelly)",03/09/2020,Spouse,AIZ,"Assurant, Inc.
Option Type: Put
Strike price: $100.00
Expires: 01/15/2021",Stock Option,Sale (Full),"$15,001 - $50,000",Obligation to purchase stock of AIZ for $100
"Mrs. Kelly Loeffler (Loeffler, Kelly)",03/06/2020,Joint,HELE,Helen of Troy Limited,Stock,Sale (Partial),"$50,001 - $100,000",--
